sasdate,NAPMPI,PAYEMS,PAYEMS_RT,S&P 500,T10YFFM,GS10,TB3MS,GS10_TB3MS
8/1/2013,62.4,136667,136133,1670.09,2.66,2.74,0.04,2.7
9/1/2013,59.8,136857,136290,1687.17,2.73,2.81,0.02,2.79
10/1/2013,58.9,137069,136554,1720.03,2.53,2.62,0.05,2.57
11/1/2013,61.3,137327,136765,1783.54,2.64,2.72,0.07,2.65
12/1/2013,60.3,137374,136877,1807.78,2.81,2.9,0.07,2.83
1/1/2014,56.2,137564,137499,1822.36,2.79,2.86,0.04,2.82
2/1/2014,53.3,137715,137699,1817.04,2.64,2.71,0.05,2.66
3/1/2014,57.3,137987,137928,1863.52,2.64,2.72,0.05,2.67
4/1/2014,56,138316,138252,1864.26,2.62,2.71,0.03,2.68
5/1/2014,59.9,138562,138463,1889.77,2.47,2.56,0.03,2.53
6/1/2014,58.6,138866,138780,1947.09,2.5,2.6,0.04,2.56
7/1/2014,60.2,139068,139004,1973.1,2.45,2.54,0.03,2.51
8/1/2014,63.6,139298,139118,1961.53,2.33,2.42,0.03,2.39
9/1/2014,62.1,139578,139435,1993.23,2.44,2.53,0.02,2.51
10/1/2014,62.4,139805,139680,1937.27,2.21,2.3,0.02,2.28
11/1/2014,63.2,140117,140045,2044.57,2.24,2.33,0.02,2.31
12/1/2014,57.8,140372,140347,2054.27,2.09,2.21,0.03,2.18
1/1/2015,57.2,140606,140849,2028.18,1.77,1.88,0.03,1.85
2/1/2015,54.7,140844,141126,2082.2,1.87,1.98,0.02,1.96
3/1/2015,53.9,140930,141183,2079.99,1.93,2.04,0.03,2.01
4/1/2015,55.1,141192,141367,2094.86,1.82,1.94,0.02,1.92
5/1/2015,55.3,141536,141679,2111.94,2.08,2.2,0.02,2.18
6/1/2015,52.8,141742,141842,2099.29,2.23,2.36,0.02,2.34
7/1/2015,55,141996,142071,2094.14,2.19,2.32,0.03,2.29
8/1/2015,54,142153,142288,2039.87,2.03,2.17,0.07,2.1
9/1/2015,51.4,142253,142371,1945.41,2.03,2.17,0.02,2.15
10/1/2015,52.5,142574,142654,2071.18,1.95,2.07,0.02,2.05
11/1/2015,49.8,142846,142900,2080.62,2.14,2.26,0.12,2.14
12/1/2015,49.9,143085,143242,2054.08,2,2.24,0.23,2.01
1/1/2016,50.2,143211,143288,1918.6,1.75,2.09,0.26,1.83
2/1/2016,52.8,143448,143560,1903.03,1.4,1.78,0.31,1.47
3/1/2016,55.3,143673,143774,2021.95,1.53,1.89,0.29,1.6
4/1/2016,54.2,143826,143915,2075.54,1.44,1.81,0.23,1.58
5/1/2016,52.6,143869,143894,2065.55,1.44,1.81,0.27,1.54
6/1/2016,54.7,144166,144175,2083.89,1.26,1.64,0.27,1.37
7/1/2016,55.4,144457,144448,2148.9,1.11,1.5,0.3,1.2
8/1/2016,49.6,144633,144598,2177.48,1.16,1.56,0.3,1.26
9/1/2016,52.8,144882,144747,2157.69,1.23,1.63,0.29,1.34
10/1/2016,54.6,145006,144952,2143.02,1.36,1.76,0.33,1.43
11/1/2016,56,145170,145128,2164.99,1.73,2.14,0.45,1.69
12/1/2016,59.4,145327,145303,2246.63,1.95,2.49,0.51,1.98
1/1/2017,61.4,145554,145554,2275.12,1.78,2.43,0.51,1.92
