date_year,date_month,H0,H3,H6,H9,H12,recession
2004,5,8.71183701843331e-26,2.05852011707309e-20,9.89079967775805e-17,3.43660423974285e-14,3.13495487807445e-13,0
2004,6,6.29031251788927e-26,3.5987163372032e-21,9.74123450938288e-18,1.1719612657774e-14,1.32980094400731e-12,0
2004,7,1.85034433883364e-25,1.55291013156555e-21,4.71297180221657e-18,5.03227729553571e-15,6.6161972378058e-13,0
2004,8,7.69080446317637e-25,1.4919080048533e-21,2.72082986176202e-18,1.69796948622323e-15,2.12357783471171e-13,0
2004,9,7.07866693887122e-24,2.67441784688881e-21,2.46061853763299e-18,2.7990607678057e-16,6.75227215042613e-14,0
2004,10,8.37241624559091e-24,1.18605576165171e-20,2.70529390489429e-18,5.96924319712436e-16,3.06724898806668e-14,0
2004,11,5.24998530937371e-22,1.03892497139237e-19,7.64752213181674e-18,8.6586098314716e-16,4.54501996598807e-14,0
2004,12,5.60527473927095e-21,3.92565871037157e-19,1.71112998436813e-17,8.91933427896304e-16,1.02304936035614e-14,0
2005,1,7.7493557368322e-21,9.70308733374245e-19,1.35745007800576e-16,3.63861834774006e-15,3.63924317614264e-14,0
2005,2,1.85527587588005e-20,9.36358024322616e-18,1.25752488176683e-15,1.33345244006764e-14,7.58682434708996e-14,0
2005,3,2.1300302048858e-19,4.04978063493837e-17,4.71800000296115e-15,4.93948109386809e-14,2.18963574537889e-13,0
2005,4,2.23122138646502e-18,1.35761023735259e-16,1.03752356696369e-14,4.87922141883138e-13,1.69985930988374e-12,0
2005,5,8.58189838593434e-17,3.29083801488993e-16,3.32777044775242e-14,2.52722062592423e-12,6.31468856544607e-12,0
2005,6,3.39017202664509e-16,1.51910870635537e-15,6.55335535091973e-14,4.246449760672e-12,2.07554933874724e-11,0
2005,7,4.83401739173256e-16,1.25040415842124e-14,1.75706366850949e-13,6.0269576611688e-12,1.11462031502023e-10,0
2005,8,1.61541208076773e-15,1.13237327109361e-13,3.28456218632596e-13,9.65594187056799e-12,3.65277996828125e-10,0
2005,9,1.77169268423817e-15,4.46524004628813e-13,7.98361433215493e-13,1.49349777628559e-11,3.53909671327884e-10,0
2005,10,6.54906918314716e-15,1.00505471165687e-12,4.46852184789837e-12,5.17484448155218e-11,6.4228791050602e-10,0
2005,11,5.3305778223489e-15,7.11333381878045e-12,3.31020428793342e-11,8.43690574199767e-11,7.44924434746283e-10,0
2005,12,6.89485889754522e-15,1.37294586734494e-11,1.28419816022366e-10,1.50875414671438e-10,8.32426119590374e-10,0
2006,1,1.73562667903041e-14,8.63085861207461e-11,3.33233385748279e-10,4.65086117917964e-10,2.86684968937967e-09,0
2006,2,3.29072786193353e-14,7.216161834597e-11,1.94922209876288e-09,1.80518483402407e-09,4.3850057868209e-09,0
2006,3,1.12351727510007e-13,8.55989730238679e-11,3.09711141466513e-09,8.24652760162577e-09,5.56565412366603e-09,0
2006,4,4.7282523214656e-13,2.18752506428499e-10,1.46791350160146e-08,1.94239180445024e-08,1.52748403827386e-08,0
2006,5,4.91488895447083e-12,8.99793475221793e-10,1.40765251660802e-08,8.6904012446681e-08,4.08153743326405e-08,0
2006,6,9.83375244338115e-11,3.13149191662709e-09,1.99717531313123e-08,1.91919380789209e-07,2.13473871697418e-07,0
2006,7,2.51928505227723e-10,1.47820044430549e-08,5.88580845577181e-08,9.24443522424081e-07,5.98647965906641e-07,0
2006,8,1.24499812693553e-09,1.22859997015439e-07,2.9753753540341e-07,8.69831253694541e-07,2.86207574611375e-06,0
2006,9,5.55850538865924e-09,2.29143924153693e-06,1.5384253149937e-06,1.62351478296859e-06,6.29750792369048e-06,0
2006,10,5.76882437423228e-08,5.85445108882783e-06,5.61076799012252e-06,3.70778785246264e-06,1.73364264093092e-05,0
2006,11,1.07907162099893e-06,2.43284928669408e-05,4.03272210240549e-05,2.2379879095391e-05,1.75895614241241e-05,0
2006,12,4.3958788691553e-06,0.00010946349613818,0.000467022033041868,0.000128925017083105,4.94694137890001e-05,0
2007,1,4.33474589442476e-06,0.000480342391350582,0.00144235360969466,0.000558596282672828,0.000138269355248203,0
2007,2,2.08401749550075e-05,0.00359112235512043,0.00399370194737752,0.0023891837785663,0.000768897033367298,0
2007,3,3.80809190841775e-05,0.0112325102357555,0.0149368165230215,0.0121660389840894,0.00340027815973122,0
2007,4,2.7954408238705e-05,0.00540261032584825,0.046303272166494,0.0326701435143061,0.0112942415592994,0
2007,5,7.73853897316037e-06,0.00318212514989468,0.244521696489011,0.115806392063405,0.0347568850128563,0
2007,6,1.45838249187352e-06,0.016162744714962,0.768872002190726,0.577636476775411,0.140447095642055,0
2007,7,1.12742316469521e-06,0.0405198839981723,0.846483912236076,0.924661576487787,0.485104687195739,0
2007,8,4.5749039065665e-06,0.0192438387184847,0.851234019152753,0.993207075510433,0.91560937260874,0
2007,9,3.53913789274297e-06,0.00342822144337683,0.928874781997824,0.997994497083081,0.996399236560095,0
2007,10,1.09744479876287e-05,0.00195336921916963,0.958398712158826,0.943568688964875,0.998291194260225,0
2007,11,5.49228052419038e-05,0.0171363541468367,0.987725423964358,0.971590489372848,0.999176290523095,0
2007,12,0.00341693385984424,0.00137160974403522,0.816937327430592,0.996162463786914,0.999507679248543,0
2008,1,0.304717295306238,0.000482383532681316,0.426526670192759,0.995612131333106,0.981717308865953,1
2008,2,0.990664361940682,0.00940168709419355,0.747898385278173,0.999293190574466,0.994118772085825,1
2008,3,0.999968874055443,0.554591696219166,0.816449461727151,0.987550148787511,0.998458853285135,1
2008,4,0.999981525211712,0.999261783018537,0.922976700032211,0.989678725710542,0.999302553070907,1
2008,5,0.999968405431238,0.999949908085079,0.994692141636221,0.998515521623535,0.999889882354898,1
2008,6,0.999933380292741,0.999979411863959,0.999573464929495,0.996764934115255,0.99890419896442,1
2008,7,0.999510435974258,0.999941021218398,0.999943346197325,0.987279804107186,0.995692662414622,1
2008,8,0.997515756818687,0.998351393802152,0.999721151216667,0.988838385717337,0.994643326340586,1
2008,9,0.999629389223294,0.995647561473408,0.99956418562135,0.99938504071559,0.987287209331068,1
2008,10,1,0.971283526372228,0.991304599064016,0.999233338882485,0.986440879959761,1
2008,11,1,0.703958261300346,0.868499890748192,0.996940762249387,0.995089443666902,1
2008,12,1,0.217030980128588,0.190077475768272,0.986894537963738,0.999447297068381,1
2009,1,1,0.999990669746992,0.0017092857114106,0.691446843054643,0.997467231970926,1
2009,2,1,0.999999996133397,3.28244893903418e-06,0.0117857714981871,0.975980509415487,1
2009,3,1,0.999999999251401,9.09155239235023e-07,8.20619030769906e-06,0.835679953872726,1
2009,4,1,0.999999999909278,0.0816326975121973,1.12331356053783e-06,0.135904996951353,1
2009,5,1,0.999999994664307,0.0207249470081537,4.15126397153952e-08,0.000426436860962954,1
2009,6,1,0.999999864149638,0.000448822669736153,1.51752014475843e-08,2.97978314656307e-06,1
2009,7,0.999976378896543,0.994463201023653,1.04839267518769e-08,2.92384071907487e-10,4.23190336051715e-07,0
2009,8,0.0627937332027537,0.130495700768206,1.04043491737353e-09,4.22210695386806e-13,6.25522545883347e-09,0
2009,9,1.23841707339706e-06,1.3506373901458e-07,1.13267095249033e-11,2.22287762371664e-14,7.03743116931794e-10,0
2009,10,1.23744319015949e-11,3.48091664814216e-14,3.88261070599395e-15,4.70166045686427e-17,1.22419723496986e-12,0
2009,11,1.00703597937676e-16,1.83631504504414e-18,2.34724168985748e-18,2.3409173578736e-18,7.89171260193139e-17,0
2009,12,5.17969925881024e-19,4.18754154111611e-19,9.09666723277849e-22,2.6077138072578e-19,3.00794499698144e-17,0
2010,1,9.84070996709658e-16,2.50039102571585e-21,4.97294780486543e-26,9.19061624979077e-24,4.83291542335121e-20,0
2010,2,2.09061137223958e-16,3.70826773834394e-23,1.30458352799733e-27,2.40954033833537e-25,8.502959474279e-22,0
2010,3,2.30917205050724e-17,7.59159589883472e-24,1.45311270341041e-24,8.76412513612824e-26,1.54349140867342e-21,0
2010,4,4.06755275545101e-20,1.66601316078881e-21,3.49918010427731e-23,2.68981025615457e-27,8.89931977996569e-25,0
2010,5,4.70617192073769e-22,5.19303562485518e-22,1.07473253053982e-23,5.31966848901311e-29,1.23745727732605e-26,0
2010,6,1.81216413906481e-21,9.71190891610522e-21,2.36590643278806e-22,2.8633794140345e-26,2.32431476294599e-28,0
2010,7,1.81778151688989e-19,1.70757279299456e-21,4.50996518913915e-22,2.86359915304621e-25,2.93239499263576e-29,0
2010,8,1.11903940341438e-20,1.10905598390738e-22,1.31317457683375e-22,4.97370412883295e-26,4.14485576165029e-32,0
2010,9,1.14624774745932e-19,1.89987133468497e-21,1.27565183368505e-22,1.44871400757815e-24,3.1853450282537e-30,0
2010,10,2.23158083379575e-20,8.67806729795548e-20,1.40272296547058e-23,2.05501059379628e-26,8.13268678041242e-29,0
2010,11,1.08588317063609e-19,3.10958277835554e-19,1.18605291726474e-21,9.3247018533595e-24,2.35194395055784e-28,0
2010,12,4.6029387742595e-18,2.12259175212291e-21,8.75441813994147e-24,2.47728354071402e-22,4.20378109883326e-26,0
2011,1,8.63356789804128e-17,4.9921429000147e-20,1.56790118255271e-20,2.37110856576934e-21,2.03500130433627e-26,0
2011,2,8.76661495963705e-18,5.43261017650835e-19,5.87708016681668e-20,2.29797072547421e-19,1.58951784722502e-23,0
2011,3,4.95094157491007e-18,1.54328357510134e-16,1.62796216167419e-19,1.56875450657038e-20,8.71843957181711e-22,0
2011,4,3.41560718860302e-18,3.11376439266603e-15,2.94906010197949e-19,2.99915128681483e-19,6.24069180740498e-21,0
2011,5,1.7395722195596e-17,1.46589014471403e-15,1.73898590672901e-17,2.22395257446755e-17,1.56995301633697e-17,0
2011,6,1.3173748192869e-16,1.10264525134324e-15,4.68990190410963e-15,3.34773984839798e-17,9.20890434592904e-19,0
2011,7,9.8954988677948e-17,5.18751885108296e-16,3.98658006399339e-14,2.67795610351799e-19,1.06843523425856e-19,0
2011,8,2.76680835247589e-13,1.1074459029029e-15,9.73681292222594e-15,1.81977595962323e-19,9.27880997370605e-20,0
2011,9,7.31814860691294e-13,5.36973202457878e-15,3.03228014400708e-15,2.26270246154249e-14,5.07320492431877e-20,0
2011,10,7.3431626329546e-13,3.91707022488239e-15,2.08554890138012e-15,4.10285682062329e-14,1.81862682371952e-20,0
2011,11,1.04009948914945e-12,6.61964058689682e-12,1.57851761100935e-14,1.3283124675748e-14,9.76853716587557e-20,0
2011,12,1.96254218805943e-12,8.31773298076237e-12,9.46780587795779e-14,8.36715647462188e-15,4.80243690106559e-14,0
2012,1,3.47058493143609e-12,2.07229996112654e-11,1.57411378227409e-13,1.18944419679544e-14,5.92286380236152e-14,0
2012,2,1.900801763663e-12,7.7926833629057e-11,1.3373466131554e-10,1.35125210555225e-13,3.56064374441243e-14,0
2012,3,1.24324661202417e-12,1.31608869193514e-10,1.39967026924208e-10,1.08035934276938e-12,3.64266150291446e-14,0
2012,4,1.99461371970018e-13,9.67478080904419e-11,2.41940182587662e-10,1.02114954945108e-12,6.83968583436393e-14,0
2012,5,2.04147523987933e-14,1.21951616223107e-12,2.269650770465e-11,1.37368637836785e-11,7.16170638372506e-13,0
2012,6,1.98402933619728e-13,1.16016495364162e-12,5.32905696529706e-11,1.19301030402479e-11,3.24621171715552e-12,0
2012,7,8.18845015286878e-13,6.37636349390986e-13,2.29798548988298e-11,5.82408810238478e-12,8.7271644266775e-13,0
2012,8,6.02192435852291e-12,1.83110561430017e-12,5.13248496457217e-12,5.38322429556525e-12,1.73259480022651e-12,0
2012,9,1.08774152841793e-11,8.83342169371163e-12,3.90930509826453e-12,6.16529445641219e-11,8.03662749981526e-13,0
2012,10,1.08265686527149e-11,8.176507535066e-11,2.901937804179e-12,2.04191425336788e-11,1.62000665570702e-12,0
2012,11,6.97013738395015e-11,3.28761605052962e-10,2.21415336176614e-11,7.36175692094699e-12,3.68359474266686e-12,0
2012,12,5.86794253053726e-10,5.37727893275116e-10,6.14129888135135e-11,4.70809291657554e-12,4.73138117212931e-11,0
2013,1,4.32034611648786e-10,2.7311595297247e-09,5.9155913689467e-09,3.144288187192e-11,5.17708519576602e-11,0
2013,2,7.64149264489321e-11,2.21763071550397e-08,2.27766427823967e-08,1.33145789181593e-10,1.57262478241364e-11,0
2013,3,4.37860646449843e-11,7.45239518171115e-08,4.80865118922595e-08,6.56649057695742e-10,1.67938342324862e-11,0
2013,4,1.52829786497384e-11,2.14815043424988e-08,9.93765072895078e-08,9.78425357372363e-08,5.7726671112168e-11,0
2013,5,1.49189855607232e-11,2.76734538246956e-09,3.46242494744151e-07,1.73544014529043e-07,1.07968611725701e-09,0
2013,6,4.84058029752626e-12,9.90351541007805e-10,3.93745190272321e-07,1.98845046475145e-07,2.46032231099576e-09,0
2013,7,4.24620520606477e-13,5.25603679395876e-10,4.11028699303085e-08,3.26728468843631e-07,3.67382686589934e-07,0
2013,8,1.54006118736748e-14,1.65852862849575e-10,4.76723869889377e-09,8.03717945642764e-07,6.09803100113171e-07,0
2013,9,9.35095156027161e-16,5.06570077464513e-11,1.10839306971371e-09,1.22310949038692e-06,8.68930747881786e-07,0
2013,10,5.4284661714284e-17,8.01151570114957e-12,9.08919410030337e-10,1.79953402474184e-08,1.84501617900897e-06,0
2013,11,1.58670768143042e-17,2.23310730845909e-12,1.47111359946171e-09,7.56496709387515e-09,2.91106999273168e-06,0
2013,12,1.20524478978199e-16,1.74042025546067e-13,3.0692992316743e-10,6.41089910525927e-09,2.90450526941367e-06,0
2014,1,5.27046760937996e-17,2.18618990465499e-13,4.9970050043672e-10,4.88695648382667e-08,2.54012155863377e-07,0
2014,2,8.27354804154324e-17,4.64817524762409e-14,1.43961562516359e-10,6.31524948807363e-08,2.12423019111373e-07,0
2014,3,3.99309944028012e-17,1.00159016539962e-13,3.84657790841675e-11,1.7908649941493e-08,1.27179521797753e-07,0
2014,4,2.47275454634518e-17,3.85594979805681e-14,1.88504082090993e-11,6.57878342116697e-09,3.97154966960906e-07,0
2014,5,6.64585843690913e-18,6.98572135521768e-14,7.72487820166463e-12,2.42460691337119e-09,4.27179514971635e-07,0
2014,6,4.02433825596977e-18,2.41900776426862e-14,9.01785600544449e-12,1.02139001951885e-09,1.39664435846115e-07,0
2014,7,1.94472752915326e-18,2.14703543636401e-14,2.48110422933028e-12,4.12637286026047e-10,2.86126703474272e-08,0
2014,8,5.4386593886534e-19,6.1731678488833e-15,2.66695356071398e-12,9.22056202702795e-11,8.73617622846581e-09,0
2014,9,1.46322507854797e-19,4.1790709388536e-15,9.15707655150504e-13,2.35182921048273e-10,3.48615626317295e-09,0
2014,10,1.88729780244637e-19,2.66594124767158e-15,9.38685345859326e-13,2.43853767021067e-11,4.13388211241101e-09,0
2014,11,1.30964845342114e-19,2.37545361496469e-15,9.82856888009961e-13,5.41836982705343e-11,2.08976226558674e-09,0
2014,12,5.32770137316595e-19,5.03973673084412e-16,3.40613769980863e-13,2.94083196777915e-11,3.78147755460681e-09,0
2015,1,3.53571533585842e-19,1.84303718410947e-15,6.12501601086905e-13,6.31100655032596e-11,7.99695608825179e-10,0
2015,2,1.57851655082942e-18,8.74048924882288e-16,6.1023269513775e-13,6.04038824747242e-11,1.02348981630048e-09,0
2015,3,1.5054195543824e-17,1.61152676447857e-15,2.06134676176992e-13,2.30894633804046e-11,4.54953811784361e-10,0
2015,4,5.10363858080093e-17,3.00174960963086e-15,4.66484810294755e-13,3.29897524089977e-11,7.10081603063847e-10,0
2015,5,1.17419221665269e-16,7.94623494372966e-15,2.52358624750921e-13,4.29028093688387e-11,9.67827457923732e-10,0
2015,6,6.38266470611823e-16,4.0859585050029e-14,4.53295054006717e-13,1.84612908907477e-11,4.2581020598562e-10,0
2015,7,1.20214137294719e-15,1.15772313496183e-13,9.04537932640221e-13,2.216424309379e-11,3.75012025671348e-10,0
2015,8,4.96494001547199e-15,1.25234890794209e-13,1.11804682452526e-12,5.38619406969631e-12,4.33050576685012e-10,0
2015,9,2.31137972256261e-13,9.79881399522192e-13,7.50629265046646e-12,2.63004548693131e-11,2.82457558834188e-10,0
2015,10,8.25635774191676e-12,1.95252482669908e-12,2.07681948521207e-11,4.78168346185071e-11,4.70263555085692e-10,0
2015,11,4.10165475435133e-11,1.25998558763611e-11,6.09671631292242e-11,1.58387122622867e-10,2.70881592750302e-10,0
2015,12,1.33989217560639e-10,2.87427899439932e-10,2.6020863886148e-10,1.49050399586075e-09,1.29621172963945e-09,0
2016,1,6.87137832173545e-09,1.49943150928496e-09,7.46203996500216e-10,5.21951582012139e-09,4.7527545040699e-09,0
2016,2,4.49446376689489e-09,3.91861163746566e-09,2.94306969007183e-09,6.96514574553494e-09,9.34572691928513e-09,0
2016,3,3.92442335277574e-09,8.51869009486866e-09,2.94569204868045e-08,1.52472131682196e-08,3.46697998124524e-08,0
2016,4,2.7917702249545e-09,2.12290334275362e-07,3.38401680890058e-08,1.87813495884058e-08,6.57030443413021e-08,0
2016,5,3.15544939148788e-09,1.25422114655776e-07,3.32140223239302e-08,3.906465621491e-08,8.12074251207978e-08,0
2016,6,3.16301664817708e-10,2.31451259143608e-08,2.18610320080682e-08,1.2221106514311e-07,1.02689503252823e-07,0
2016,7,3.19542962019898e-11,6.01431350201052e-09,1.26128097023519e-07,2.49511026043717e-08,1.02169305172761e-07,0
2016,8,7.82198877694281e-11,1.2566721623855e-08,1.00266328791289e-07,2.28987766989763e-08,1.61733294683625e-07,0
2016,9,2.87947742741764e-10,3.16702123512483e-09,2.30739605929692e-08,1.43260395360807e-08,2.65988720743447e-07,0
2016,10,4.09654022151066e-11,2.93443660521264e-10,3.88413173647867e-09,3.04871257694164e-08,6.20505783773456e-08,0
2016,11,1.74200257039764e-11,1.15597081770148e-09,9.09861971502847e-09,4.9573873884732e-08,6.15626762700305e-08,0
2016,12,1.04540350605183e-12,2.79685959949642e-09,3.49338973806368e-09,1.02233557368947e-08,5.87574914379937e-08,0
2017,1,7.9160883848468e-14,2.44126502861426e-09,1.75218854772374e-09,5.2971035155239e-09,4.51961762170676e-08,0
2017,2,NaN,1.42425047386634e-09,8.83326041676266e-09,1.15592536506962e-08,6.46481111572743e-08,NaN
2017,3,NaN,6.01288156022228e-10,4.29106294759221e-08,1.10463936905864e-08,2.03123416058026e-08,NaN
2017,4,NaN,9.13592188676988e-11,5.27868377639291e-08,1.15046371531579e-08,1.5392882078075e-08,NaN
2017,5,NaN,NaN,3.29576228543843e-08,7.5371411539527e-08,2.39162301068876e-08,NaN
2017,6,NaN,NaN,3.1583777834635e-08,2.81059768856958e-07,3.19162720811805e-08,NaN
2017,7,NaN,NaN,8.11652114482354e-09,2.71629539631249e-07,3.6835380797768e-08,NaN
2017,8,NaN,NaN,NaN,3.25448738606425e-07,3.05478060871748e-07,NaN
2017,9,NaN,NaN,NaN,6.04197240524414e-07,8.94541267253247e-07,NaN
2017,10,NaN,NaN,NaN,1.84482705793629e-07,1.74281281556788e-06,NaN
2017,11,NaN,NaN,NaN,NaN,1.33469083543799e-06,NaN
2017,12,NaN,NaN,NaN,NaN,4.16056848295676e-06,NaN
2018,1,NaN,NaN,NaN,NaN,2.1983480568474e-06,NaN
