date_year,date_month,H0,H3,H6,H9,H12,recession
1975,11,3.62995608612654e-16,0.0114967567458504,0.999999959844332,0.999999983705237,1,0
1975,12,9.10904496737703e-17,7.37356510424762e-09,0.988327120784124,0.974780293796516,0.999999998688452,0
1976,1,5.41232759089153e-17,2.91898377082971e-13,0.045017846873024,5.61704106912976e-10,3.73069257014696e-07,0
1976,2,1.9642337248054e-18,1.1199454866194e-15,2.7218184087793e-09,6.04890603252525e-25,1.39750522031841e-35,0
1976,3,2.82549852986488e-20,1.91215165876035e-16,7.66463350619762e-13,1.79491625058358e-24,5.45862357726299e-53,0
1976,4,2.43824977624648e-21,1.0328229533341e-14,2.53682295243445e-16,2.96749099764642e-20,5.58210116953401e-59,0
1976,5,5.08136646889505e-21,1.91557413418335e-15,7.95287356479194e-17,1.50487145409272e-20,1.7723135621272e-69,0
1976,6,1.06527286356486e-19,1.28676592157222e-14,2.03641398124739e-14,1.01729652415449e-25,2.85647686924537e-67,0
1976,7,3.40071042247005e-18,8.79675039007464e-15,2.18657242473817e-13,1.14608193237284e-30,2.63272682314831e-54,0
1976,8,7.69684728441536e-17,1.30104914617136e-14,6.15133032104433e-14,5.05511821152026e-29,8.11782041607829e-47,0
1976,9,4.90716904279714e-15,8.00162831013202e-14,3.27779949418841e-13,1.18576033481243e-26,2.89649833816264e-50,0
1976,10,2.54090243152681e-14,4.17192272811531e-13,3.45457040003683e-13,1.09922063821948e-18,1.45777875249714e-43,0
1976,11,2.73413371168425e-14,2.78324760190708e-12,2.66762832486353e-12,9.36737296898041e-15,3.18768881550964e-30,0
1976,12,7.33597706343877e-14,1.88390676022397e-11,1.41760795623865e-11,9.07130542001414e-13,4.29536070928204e-22,0
1977,1,2.48614809406024e-13,9.53372929337074e-11,9.0078520114742e-11,1.4840219970302e-12,1.01018858653474e-17,0
1977,2,9.95128555719169e-12,1.09165261221437e-10,9.94588268777272e-10,2.84683814411662e-12,1.88011222965305e-12,0
1977,3,1.94215988317692e-12,7.3603740444615e-11,5.25585463572063e-09,5.5664866879095e-11,5.40468464882928e-11,0
1977,4,5.38785629198544e-13,6.61765180981788e-11,1.80534967027023e-08,2.02168486834522e-08,5.36634605326211e-10,0
1977,5,3.31920732190457e-14,2.58368526322652e-10,4.76239630242423e-09,4.60583157503282e-08,1.27475584563074e-07,0
1977,6,4.52911409132732e-16,3.2482112944689e-12,6.36130594606482e-10,1.88005571999024e-08,2.21430945441289e-07,0
1977,7,8.00422439950148e-17,1.26375694765749e-12,1.73595033053961e-11,3.55749885083106e-08,2.10012678293624e-05,0
1977,8,2.92734545025032e-16,1.01131659581269e-13,6.20994281540641e-11,6.37983816069757e-09,1.17288225298777e-05,0
1977,9,4.60886852902025e-16,3.03129561065847e-14,1.08960156084758e-12,7.59840784769735e-09,1.57392475267162e-06,0
1977,10,1.00472691851794e-15,1.27316702281056e-14,3.13743469250976e-13,2.76239271164479e-10,3.93212628598554e-05,0
1977,11,1.80078436866998e-15,1.65327278588231e-13,3.31859252185786e-13,3.36212105133459e-10,1.08449037176904e-05,0
1977,12,2.97585610197245e-16,6.24603303392843e-13,2.08062547942646e-13,7.52996079465548e-12,1.83310119790141e-06,0
1978,1,1.07284207201829e-15,3.19407860224991e-12,2.4127824254724e-13,1.87853119520498e-12,1.02195965074861e-07,0
1978,2,2.78638187333715e-14,8.7567497581073e-12,8.91375633408938e-12,1.54127314085337e-11,6.87100829943103e-08,0
1978,3,9.57369015904974e-14,5.19144896073649e-12,1.08265043761204e-10,3.38831440747927e-11,4.49220301708219e-09,0
1978,4,3.43846495358121e-13,1.21405859234052e-10,1.57737300168739e-09,3.03814147287774e-11,8.01863434988199e-10,0
1978,5,1.88396649823077e-13,7.36256622656101e-10,3.82264491360909e-09,5.9424307828866e-10,2.3318406322133e-09,0
1978,6,2.92595176639666e-14,1.05837969742597e-09,4.65358358926218e-09,5.63939172246079e-08,6.89549677693212e-09,0
1978,7,4.72746896000029e-16,2.26983604332132e-10,1.15799562572706e-07,2.07521082170207e-07,1.43312827890901e-08,0
1978,8,5.08693853154064e-17,1.47563670846411e-11,1.27310110303221e-07,1.63495157738043e-07,2.7668051545384e-08,0
1978,9,2.11234635559564e-18,7.62050783466843e-13,7.00721123976904e-08,1.40816731476702e-06,1.67830857653119e-06,0
1978,10,2.2139767006819e-18,1.59753626790668e-13,9.15230910384603e-10,2.68535292706172e-05,9.58817186460433e-06,0
1978,11,1.74620839230701e-17,4.84741150938675e-14,2.77727868110401e-10,5.98763189689991e-05,1.00271726327971e-05,0
1978,12,9.12957877680607e-17,6.03732746609514e-14,6.51297795831406e-11,4.92857344960094e-05,0.000238507162098591,0
1979,1,2.20522011708857e-15,4.2990454995757e-13,5.23420384945248e-11,5.66538929783471e-07,0.0131758564805547,0
1979,2,9.17309490855933e-14,1.66794612874609e-11,1.12560933187873e-10,9.59989409714253e-08,0.02159100023429,0
1979,3,8.65315086827833e-12,8.63481546544116e-11,3.43443502672511e-10,6.52436246276115e-08,0.026722829960317,0
1979,4,1.89229596337592e-09,3.04750939416044e-09,3.3271792758314e-09,5.48153807965703e-07,0.00259002676370166,0
1979,5,4.72866650859348e-07,1.45676760334317e-07,7.43624000722478e-08,1.40211438285505e-06,0.000325467669646207,0
1979,6,0.000326757432338376,2.14465210247151e-05,1.41289399603062e-06,1.39129184295649e-05,0.000223689200944983,0
1979,7,0.351923433949855,0.00216772054900005,2.5308259402434e-05,1.86388392698335e-05,0.00106277307233854,0
1979,8,0.999636944580914,0.115480570751806,0.0025744981342463,0.000194240907288146,0.00451954264318051,0
1979,9,0.999999997705913,0.987889361503263,0.174041322110615,0.0109719404872805,0.0305464831111337,0
1979,10,0.999999999984951,0.999998412746402,0.977214564144455,0.0415790420500181,0.0465352869943528,0
1979,11,0.999999999998465,0.999999980613581,0.999973174609098,0.541306698268797,0.0450294301316969,0
1979,12,1,0.999999999667025,0.999997625878639,0.999751460132025,0.51211954959641,0
1980,1,1,0.999999999998494,0.999999929582219,0.999995080219017,0.99455690614758,0
1980,2,1,0.999999999987267,0.999999995368327,0.999998023515963,0.999987460054581,1
1980,3,1,0.999999999999858,0.999997530027154,0.999993380175835,0.999999061802711,1
1980,4,1,1,0.999999998772225,0.999998175875875,0.99999435697888,1
1980,5,1,1,0.999999999599837,0.999997280937352,0.999996937134427,1
1980,6,1,1,0.999999999980872,0.997686475725703,0.999965761911209,1
1980,7,1,1,0.999999999999943,0.999999069124307,0.999980162050417,1
1980,8,1,1,0.999999999999929,0.999999908899231,0.999975503526694,0
1980,9,1,1,1,0.999999953952171,0.989023354915844,0
1980,10,1,1,1,0.999999998350489,0.999934694853643,0
1980,11,1,1,1,0.999999962220614,0.999683281495397,0
1980,12,0.999999999997982,1,1,0.999999998259568,0.965687604164875,0
1981,1,0.999999999999545,0.999999988687733,0.999999999925535,0.99999999999855,0.99963661839874,0
1981,2,0.99999999982586,0.999866592780863,0.99999982886412,0.999999966809953,0.994562813832323,0
1981,3,0.999999960864074,0.999999748770196,0.984362855636252,0.188374507605469,0.408144332872146,0
1981,4,0.999999999996305,0.999999999999545,0.0543767637213491,5.27811457864098e-09,0.000177407363823363,0
1981,5,1,1,0.00170150412885351,2.5057126678946e-07,2.45823878840067e-08,0
1981,6,1,1,0.999851541841425,1.34168324517899e-08,2.48769624796116e-13,0
1981,7,1,1,0.999999999999943,1.48711487555034e-10,3.74191411702103e-19,0
1981,8,1,1,1,2.16558028724143e-10,3.0785862578313e-18,1
1981,9,1,1,0.999999999999773,1.0292003926314e-07,6.19406791965348e-21,1
1981,10,1,1,0.999999999999687,1.35509523939761e-07,4.10280026959551e-25,1
1981,11,1,1,1,1.21822364738347e-06,5.2339013502296e-26,1
1981,12,1,1,1,0.00421442983502326,5.14730404951485e-24,1
1982,1,1,1,1,0.114163649517943,8.26714681967216e-27,1
1982,2,1,1,1,0.999999968445906,1.31217292678263e-21,1
1982,3,1,1,1,1,8.30705128568108e-11,1
1982,4,1,1,1,1,2.73035533633423e-06,1
1982,5,1,1,1,1,0.982979213598907,1
1982,6,0.999999999999602,0.999999999999631,0.99999999999568,1,0.99999999999865,1
1982,7,0.99999999959573,0.999999999296591,0.999999999244011,0.999999999721638,0.999999999997783,1
1982,8,0.999999995953488,0.999999089716356,0.999999956265271,0.999994931259635,0.99999999329367,1
1982,9,0.999999999727947,0.996797474763666,0.999996729025873,0.987020189151146,0.583957888887498,1
1982,10,0.99999999900237,0.355938473180593,0.996671174334225,0.0950502327204313,1.32588872826959e-09,1
1982,11,0.99999998125702,0.00144561383660013,0.118671596356195,3.1262421388702e-06,3.14382974594881e-13,1
1982,12,0.999998133688998,1.38514932589362e-05,7.02051445958586e-06,1.10087824425844e-08,2.76835437895146e-13,0
1983,1,0.930239135029763,7.81436872690084e-07,1.50475616105435e-10,2.63077797305303e-11,1.18747072354401e-18,0
1983,2,0.00122821641828136,4.50511574707963e-07,1.43388923499744e-12,9.21374378756685e-13,2.10260261219499e-24,0
1983,3,7.8787172581433e-10,8.40853861739473e-08,6.63119952007003e-14,6.99121071328698e-16,7.93969489701293e-30,0
1983,4,3.07576250711208e-13,4.37309889808954e-12,2.40526487496816e-16,1.63371361789124e-19,1.08848770010381e-31,0
1983,5,4.64981338191606e-16,1.04232244467576e-14,6.07524437426566e-17,1.17367019759544e-21,2.39592629391205e-29,0
1983,6,5.25287035205836e-19,4.80554544182235e-16,5.47109911765216e-18,2.52934162246004e-25,3.21182458889413e-28,0
1983,7,9.71426054763282e-21,3.45901544288801e-17,1.97728573427619e-20,8.50948831104761e-29,2.60439026915951e-31,0
1983,8,3.18013266518356e-18,6.64654178223337e-19,3.45291270480026e-23,2.47198532227283e-28,1.26170933005541e-32,0
1983,9,1.3135268237753e-19,7.41960407107149e-20,6.03519187742611e-19,6.60935000956084e-26,7.68368822767206e-34,0
1983,10,1.1410334814685e-21,4.82610774890114e-21,2.18252925596801e-16,4.30696428522472e-28,3.33741036534602e-35,0
1983,11,1.93294662752811e-23,1.53359580569282e-19,4.97306540922274e-16,2.98084314591181e-32,4.80706175083945e-36,0
1983,12,8.62856960540736e-26,9.48377347510832e-21,2.34958961240027e-15,1.69559632872595e-28,8.27252191614257e-37,0
1984,1,1.82321411785178e-26,1.078103802147e-21,4.86452582386501e-16,1.02924133029812e-18,1.11057484800036e-36,0
1984,2,1.75736514453576e-26,2.97982823561498e-22,5.82204143064525e-16,2.99627044982334e-17,6.62724358425089e-39,0
1984,3,2.28175790194329e-26,2.43956476701761e-24,2.83413313370004e-17,9.33890352807642e-16,5.40130383147037e-35,0
1984,4,2.16649173084884e-25,1.74460609481302e-22,5.0929299347252e-18,2.14548823410849e-14,6.34086648070641e-28,0
1984,5,1.89931082375671e-24,2.31416250359854e-21,8.28095075211561e-19,7.19722991332254e-13,1.62610710650778e-25,0
1984,6,1.63388108513145e-23,1.01948808167382e-20,1.14343596887443e-20,1.19858463703894e-13,5.11151189760553e-22,0
1984,7,6.97911256540171e-23,1.36058406744976e-20,2.04704368660987e-19,9.81619961370232e-14,3.43265101054006e-17,0
1984,8,1.24634479259225e-19,5.35114298254497e-20,4.22815529013762e-18,1.00514904019984e-13,3.2835792719768e-13,0
1984,9,7.31503885587954e-18,3.28190228592409e-19,9.53432020260866e-17,5.67007728291251e-15,1.03471153834072e-11,0
1984,10,8.8578294409537e-17,4.17616757412009e-17,1.89543039361549e-15,2.04101559404289e-13,8.87107256860536e-10,0
1984,11,8.16662583651759e-16,3.68184385655096e-15,5.51604581352439e-15,7.06920557416941e-13,1.28158823422096e-08,0
1984,12,1.08685744870384e-15,1.23655395914666e-13,5.60150229480304e-14,9.51430867894664e-12,1.27286773169449e-08,0
1985,1,6.46506411202935e-15,9.32486183424344e-13,2.81404023015401e-12,1.74238020896933e-10,2.89091183219155e-07,0
1985,2,6.95316099405438e-14,1.70067614811638e-12,1.18253227065815e-10,7.25982881477017e-11,1.39328269542141e-07,0
1985,3,1.41584167247648e-13,1.78688101742771e-12,1.07944987305976e-09,1.06527754892575e-10,5.44827078558677e-08,0
1985,4,4.40505621861028e-13,3.52004093011561e-13,2.27013132660867e-10,8.78435954508952e-09,4.70195079687907e-08,0
1985,5,9.17558635886784e-14,1.31386315170028e-13,8.4402163234009e-12,2.00104803042791e-08,2.02290478283217e-08,0
1985,6,1.04071519473942e-12,6.27487336769546e-13,1.75551770805879e-11,1.76805849529463e-07,2.69660710547014e-08,0
1985,7,4.82439371590574e-12,3.67725912522091e-12,1.9973722933647e-11,2.12660697587844e-08,3.8978625269456e-06,0
1985,8,1.42785969842872e-12,9.72884342390542e-13,1.30058843128414e-11,4.87777588978113e-10,4.35069780275174e-06,0
1985,9,6.89199145644326e-13,4.65345661769229e-13,9.53561305106961e-12,9.40635613297297e-10,1.33100457086366e-05,0
1985,10,8.81299522177086e-14,1.69036707870821e-12,1.3437581555943e-11,6.22143802670842e-10,8.30029625182496e-07,0
1985,11,7.22380161313923e-14,2.08904047573875e-12,2.64202238538186e-12,9.33889636167785e-11,1.55368841121599e-08,0
1985,12,1.03260147971843e-13,5.23834383572015e-12,2.65156518218214e-12,2.19310948010543e-11,6.17681737123334e-09,0
1986,1,1.01539738142431e-13,1.85002370854305e-12,6.99083605350045e-12,9.66859272360443e-11,5.56271866394168e-09,0
1986,2,2.999132337132e-13,5.11731849934718e-13,9.44152441833737e-12,2.91018170809242e-11,5.34212972944078e-09,0
1986,3,6.19159579927156e-13,8.14435490644388e-13,3.31885270582457e-11,5.35898402002661e-11,4.12923565538941e-09,0
1986,4,3.78568781622274e-12,6.07975911440169e-13,6.73257975855255e-12,1.33973491720781e-10,7.33996832408596e-09,0
1986,5,1.00835146621353e-11,1.5596106923581e-12,3.29446373778695e-12,9.68934608711505e-11,2.56345232359986e-09,0
1986,6,6.10140362078377e-11,4.2945584255723e-12,5.84824571854427e-12,4.38520069573454e-10,3.73329604512415e-09,0
1986,7,1.31585415811693e-10,3.85052632319732e-11,1.28845516967401e-11,1.28876359805671e-10,6.2515142892493e-09,0
1986,8,8.03535068375401e-11,1.87333172331358e-10,2.5737734033578e-11,7.0002346488674e-11,8.94363318449254e-09,0
1986,9,1.07287694075689e-10,8.47512283947217e-10,8.06097165584476e-11,1.66795980597957e-10,2.3998165502448e-08,0
1986,10,9.94000011459568e-11,3.16093466081433e-09,6.81144968669147e-10,4.26111785130009e-10,8.61032378207693e-09,0
1986,11,6.96248229411572e-11,2.76483555893768e-09,3.76720709147607e-09,9.8199958737264e-10,6.66503704906225e-09,0
1986,12,1.19938153057622e-10,3.66479160541952e-09,5.01086556781102e-09,1.65841736528683e-09,9.2897450377125e-09,0
1987,1,2.93397940604262e-11,5.98750314114776e-09,2.46242725988019e-08,3.01725273842923e-08,2.42034526647516e-08,0
1987,2,2.20811660362728e-11,3.84108344006334e-09,4.63203761606497e-08,1.4257410489905e-07,6.43194358253871e-08,0
1987,3,8.87381978242632e-12,7.54157843746892e-09,5.81544199627697e-08,7.55419564627715e-08,1.40316562592155e-07,0
1987,4,3.05115664502058e-13,1.49132145346517e-09,6.00462005314942e-08,2.43734552140827e-07,8.30581067538703e-07,0
1987,5,1.8756396957365e-11,5.97511472089043e-10,3.83848262190534e-08,4.8765822976261e-07,2.59182361675392e-06,0
1987,6,2.79465908427765e-12,1.37523202693003e-10,3.3451847335471e-08,4.11617616370956e-07,8.65068601953841e-07,0
1987,7,7.13499859468201e-14,4.83857037608859e-11,1.20673904975863e-08,2.75644386518047e-07,1.61077571577796e-06,0
1987,8,2.29072532973149e-15,2.60261778803251e-10,3.78409775786192e-09,1.30140931410647e-07,4.25483598433115e-06,0
1987,9,4.08245555285896e-17,1.4509749854673e-11,7.96446314993649e-10,3.31548398447188e-07,4.32472461556042e-06,0
1987,10,9.27871167232901e-16,5.20585537678426e-13,3.11974959720745e-10,1.40855273664798e-07,4.13479575766475e-06,0
1987,11,2.04925082855085e-13,6.72237846520115e-14,7.83421521515505e-10,6.07072525699695e-08,3.00711314694413e-06,0
1987,12,2.41154675891069e-14,9.67927167155736e-15,9.36465546247191e-11,1.37396840184935e-08,5.2488955160161e-06,0
1988,1,2.38661751247801e-14,7.6843396073348e-13,1.29092540498373e-11,1.13025931334296e-08,1.93370958272678e-06,0
1988,2,2.35922185445926e-15,5.97832574308209e-11,3.45382254825575e-12,1.29507392607351e-08,1.14848295008972e-06,0
1988,3,7.31376545133103e-16,4.50379100835957e-12,2.35281559508539e-12,4.36453832847224e-09,5.05216196678223e-07,0
1988,4,2.76961229908825e-16,6.51369189089623e-13,1.57682779221072e-11,7.4900071039331e-10,5.99001360278324e-07,0
1988,5,2.5982305946586e-17,9.18177172282651e-15,3.75425918807953e-11,6.77897155203872e-11,7.69717002496128e-08,0
1988,6,4.86961658943963e-18,9.55417828273922e-16,1.14116825432721e-12,1.29993532164278e-10,3.72971511689318e-08,0
1988,7,9.51770248064763e-19,5.68396784243091e-15,2.72789504438297e-13,2.14742572182605e-11,2.68154949625086e-08,0
1988,8,5.085323204981e-19,2.1597116493692e-15,1.35402392994202e-14,9.56799842022371e-12,1.00238760821087e-08,0
1988,9,2.2575876609733e-18,3.97878215040514e-16,1.73971996739859e-14,1.04752786335382e-11,5.15719866436968e-08,0
1988,10,3.5131722911512e-18,1.56486762609648e-16,1.60503851636682e-13,5.21854137268849e-12,5.07609366700351e-09,0
1988,11,1.77556520539311e-17,6.05323757335241e-16,2.30809593293663e-13,6.17147639733988e-13,5.13780761615499e-10,0
1988,12,8.34538259525154e-17,2.50409389019284e-14,3.25941209302739e-13,2.74210259845042e-13,6.37823292191685e-11,0
1989,1,2.03169998054783e-16,4.05185114691558e-14,1.10938053870137e-13,7.79316940518239e-11,2.97666405164058e-11,0
1989,2,1.95498420347537e-15,1.21622134723658e-13,1.11716530809012e-13,3.32560617648248e-11,1.23004340895399e-11,0
1989,3,4.40268764180465e-14,8.54649204477997e-13,3.99550347455702e-12,1.84571334917515e-11,2.46361862318551e-11,0
1989,4,1.64706128101652e-12,3.7563315986423e-12,3.39706909498267e-11,6.86454894161095e-12,6.12421754943871e-09,0
1989,5,2.0298181143866e-08,1.75187745410874e-11,7.49375808645141e-11,7.4006453874249e-12,1.43581394167222e-09,0
1989,6,5.6617351339366e-07,3.59434092128382e-10,4.06543465146522e-10,1.0405055525127e-09,5.78528336096484e-10,0
1989,7,1.91005032695982e-05,1.57618596898561e-08,2.3723421728574e-09,1.05994322004836e-08,5.36311383290441e-10,0
1989,8,0.000647127635833454,7.11781690625666e-06,1.53182578959884e-08,1.98041796148907e-08,2.29504762028416e-09,0
1989,9,0.00756224857369175,5.19191641953318e-05,2.78925944170381e-07,7.01287937863171e-08,8.42722173849597e-08,0
1989,10,0.0534627259975218,0.000941067021641192,3.65660152432908e-06,4.04713884302682e-07,7.27078665417098e-07,0
1989,11,0.657941614487038,0.0199771340118699,0.000242519528947245,1.34882348174803e-06,1.09873739150429e-06,0
1989,12,0.994106677951446,0.208617411609382,0.00123018045313753,1.54915001454167e-05,2.74553082210803e-06,0
1990,1,0.999845990709161,0.917609509825664,0.0113872880095663,0.000210778744930026,1.09039045516003e-05,0
1990,2,0.99871914076993,0.999489585527032,0.0941245755765525,0.00122032636745809,3.48541407748189e-05,0
1990,3,0.995489294136913,0.999886222617982,0.753254986402364,0.00718365926333814,0.000380313440032407,0
1990,4,0.962362767605632,0.999785659913058,0.984835704698107,0.0410805163146044,0.00329859369350318,0
1990,5,0.727928785538792,0.996627460304394,0.996881351551089,0.0863747969304139,0.00208665328657736,0
1990,6,0.122501109750074,0.986539225204233,0.998050331658786,0.564073289030818,0.00775310643688656,0
1990,7,0.0341312145145891,0.989696647008997,0.998556910699502,0.951166896565983,0.0520504655836423,0
1990,8,0.168308215351013,0.904494893391959,0.986503864878034,0.991254139100898,0.148523281101033,1
1990,9,0.916357926575818,0.391742846607711,0.961571287512896,0.996750365183722,0.785046131898427,1
1990,10,0.999443249902897,0.102542427315105,0.966258030597567,0.997322354562967,0.989281120794621,1
1990,11,0.99999642719081,0.192914458325613,0.782506927364732,0.968037287949607,0.995152334592743,1
1990,12,0.999999355539808,0.57538896961646,0.181175571335037,0.733476033746241,0.982348736531803,1
1991,1,0.999999991289485,0.904468592460159,0.0146665581447149,0.879464315646671,0.962792097927046,1
1991,2,0.99999999993085,0.994309489133936,0.0112397360039357,0.681113526184376,0.907996261356223,1
1991,3,0.999999999923801,0.995005782286146,0.0116611684813694,0.175073873421598,0.713052579526542,1
1991,4,0.999999999234788,0.999421081006245,0.0157039852421982,0.015848595773589,0.901238202675192,0
1991,5,0.999999978384864,0.999401247905863,0.00897833867776906,0.0013690962762352,0.775908432087401,0
1991,6,0.999917946494144,0.996993815741399,0.00199993149704901,0.000488141567711869,0.343053654202808,0
1991,7,0.841769000844344,0.964406742590029,0.00113674924935853,0.0002295578054164,0.0276000372665453,0
1991,8,0.000631703092769421,0.5941474713813,0.000136570591165395,3.53576514848526e-05,0.000559021098813877,0
1991,9,4.66744592982255e-10,0.000331890236447877,4.88930327928308e-06,6.78611571344504e-06,5.27278391234684e-05,0
1991,10,1.94785997638014e-12,2.82708335573244e-08,1.63735439462142e-07,2.71632437334401e-06,2.5985275241608e-05,0
1991,11,9.21725794045621e-13,4.90149921118881e-11,3.52767101789544e-09,2.12499137096943e-08,3.13411663262068e-06,0
1991,12,6.35767652859515e-13,5.02519151560835e-13,6.16856088822212e-11,3.06646552145613e-09,1.01698335864642e-06,0
1992,1,6.82844328019406e-11,4.69688586179419e-14,5.26788717514209e-12,1.70523979353711e-10,4.00477019829154e-07,0
1992,2,3.5842229170441e-12,4.45645050362018e-14,2.02926714915295e-13,9.41828980750706e-12,5.86202985117017e-09,0
1992,3,4.11838631449542e-13,7.10274842070821e-14,5.95860001191528e-14,2.57690087807868e-12,9.91937178702105e-10,0
1992,4,3.38867491781561e-14,6.77821634539835e-13,2.84205680539777e-14,3.05690803373013e-12,1.24264266734816e-10,0
